sample_id,criterion_name,weight,method,elicitation_source
1,momentum_12_1,0.1153536902626822,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,avg_dollar_volume,0.1646547568981301,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,expense_ratio,0.09764193880782869,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,tracking_error_vs_category_benchmark,0.14479636699740808,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,beta_vs_category_benchmark,0.06064828769997439,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,marginal_correlation_to_selected_universe,0.07669762385890488,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,fund_age_months,0.011339435843419957,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
8,aum_usd,0.013542908418849657,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,momentum_12_1,0.16103722908936474,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,volatility_annualized,0.08573301190620448,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,rolling_max_drawdown,0.23717918299050067,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,rolling_sortino,0.07578965012738588,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,avg_dollar_volume,0.07191663377988972,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,expense_ratio,0.0639172297251266,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,tracking_error_vs_category_benchmark,0.048648766333692174,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,beta_vs_category_benchmark,0.1252949518061312,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,marginal_correlation_to_selected_universe,0.07669843965222292,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,fund_age_months,0.004347152657301333,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
9,aum_usd,0.0494377519321803,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,momentum_12_1,0.10923640656352239,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,volatility_annualized,0.12518569719860698,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,rolling_max_drawdown,0.20478346670553552,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,rolling_sortino,0.04122508938369183,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,avg_dollar_volume,0.04483503137674596,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,expense_ratio,0.04391994248235385,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,tracking_error_vs_category_benchmark,0.15549526423591103,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,beta_vs_category_benchmark,0.07206896880456058,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,marginal_correlation_to_selected_universe,0.13267658047834602,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,fund_age_months,0.01408304905930467,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
10,aum_usd,0.056490503711421204,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,momentum_12_1,0.10137979890845347,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,volatility_annualized,0.0984880073186328,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,rolling_max_drawdown,0.2073235776091031,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,rolling_sortino,0.11204771676773118,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,avg_dollar_volume,0.20210762027430296,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,expense_ratio,0.04398515791020012,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,tracking_error_vs_category_benchmark,0.0556555596701607,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,beta_vs_category_benchmark,0.08179631691924519,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,marginal_correlation_to_selected_universe,0.07906323545657193,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,fund_age_months,0.0005934646042310019,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
11,aum_usd,0.017559544561367355,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,momentum_12_1,0.17871731967497134,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,volatility_annualized,0.05570081238325801,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,rolling_max_drawdown,0.08276230361995365,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,rolling_sortino,0.17418320464048306,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,avg_dollar_volume,0.028613260457397843,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,expense_ratio,0.17423022003981092,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,tracking_error_vs_category_benchmark,0.06982149805425573,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,beta_vs_category_benchmark,0.11355651708893622,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,marginal_correlation_to_selected_universe,0.073560506785763,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,fund_age_months,0.021584591977540046,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
12,aum_usd,0.02726976527763012,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,momentum_12_1,0.08856635872146416,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,volatility_annualized,0.10724567886126507,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,rolling_max_drawdown,0.2044224178061188,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,rolling_sortino,0.1040342428615323,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,avg_dollar_volume,0.06507258899979722,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,expense_ratio,0.04296282354215692,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,tracking_error_vs_category_benchmark,0.09391280520038126,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,beta_vs_category_benchmark,0.12819773816723723,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,marginal_correlation_to_selected_universe,0.070436186640731,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,fund_age_months,0.022301250877654753,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
13,aum_usd,0.07284790832166146,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,momentum_12_1,0.11433934506996205,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,volatility_annualized,0.13499458023888689,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,rolling_max_drawdown,0.12083990463986813,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,rolling_sortino,0.10515078754236912,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,avg_dollar_volume,0.05273943685340929,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,expense_ratio,0.05387321588377556,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,tracking_error_vs_category_benchmark,0.16329611859880414,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,beta_vs_category_benchmark,0.05430409102565771,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,marginal_correlation_to_selected_universe,0.10648867642744606,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,fund_age_months,0.0014249662121355955,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
14,aum_usd,0.09254887750768548,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,momentum_12_1,0.11590076572372364,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,volatility_annualized,0.08109110580023182,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,rolling_max_drawdown,0.13663121339585405,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,rolling_sortino,0.10443994194390203,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,avg_dollar_volume,0.09272269667085645,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,expense_ratio,0.116668741305197,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,tracking_error_vs_category_benchmark,0.1143954841938687,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,beta_vs_category_benchmark,0.05573587177799056,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,marginal_correlation_to_selected_universe,0.1212869220601934,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,fund_age_months,0.029152883860061124,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
15,aum_usd,0.031974373268121074,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,momentum_12_1,0.13611758454200648,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,volatility_annualized,0.1351107429979302,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,rolling_max_drawdown,0.18158681411861596,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,rolling_sortino,0.08180258316714077,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,avg_dollar_volume,0.08958462762897192,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,expense_ratio,0.0376428017200999,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,tracking_error_vs_category_benchmark,0.059280499193875506,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,beta_vs_category_benchmark,0.0769335005869298,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,marginal_correlation_to_selected_universe,0.12910358682212347,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,fund_age_months,0.02412599037836536,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
16,aum_usd,0.04871126884394057,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,momentum_12_1,0.033221814805544,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,volatility_annualized,0.11197012237105722,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,rolling_max_drawdown,0.2449380554937032,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,rolling_sortino,0.1230959319813299,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,avg_dollar_volume,0.08467498481537289,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,expense_ratio,0.0646550472201268,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,tracking_error_vs_category_benchmark,0.09899508532003934,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,beta_vs_category_benchmark,0.053425386390845,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,marginal_correlation_to_selected_universe,0.10344956979778655,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,fund_age_months,0.004609137824875953,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
17,aum_usd,0.07696486397931906,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,momentum_12_1,0.06253544930952999,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,volatility_annualized,0.12337297385462719,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,rolling_max_drawdown,0.23633097985121027,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,rolling_sortino,0.12325755583807131,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,avg_dollar_volume,0.1557924903162112,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,expense_ratio,0.016824083228378698,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,tracking_error_vs_category_benchmark,0.07355725956909803,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,beta_vs_category_benchmark,0.10504119028576483,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,marginal_correlation_to_selected_universe,0.05103597169111451,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,fund_age_months,0.006634492615218677,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
18,aum_usd,0.045617553440775095,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,momentum_12_1,0.11064256144199558,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,volatility_annualized,0.12973270887028696,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,rolling_max_drawdown,0.2053754080125755,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,rolling_sortino,0.11863595466302285,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,avg_dollar_volume,0.048044505302392536,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,expense_ratio,0.07737297263284097,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,tracking_error_vs_category_benchmark,0.09181490669000651,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,beta_vs_category_benchmark,0.061163770211079334,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,marginal_correlation_to_selected_universe,0.14899285892916736,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,fund_age_months,0.003889312140070735,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
19,aum_usd,0.0043350411065616315,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,momentum_12_1,0.13611168948392335,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,volatility_annualized,0.11023723583439046,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,rolling_max_drawdown,0.26988610316132716,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,rolling_sortino,0.07317831040989953,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,avg_dollar_volume,0.06279877947934831,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,expense_ratio,0.06913346011022861,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,tracking_error_vs_category_benchmark,0.07914826009438525,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,beta_vs_category_benchmark,0.040614655819481454,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,marginal_correlation_to_selected_universe,0.13885022006509368,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,fund_age_months,0.0031683313176957624,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
20,aum_usd,0.01687295422422642,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
21,momentum_12_1,0.08824599676657777,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
21,volatility_annualized,0.13287388900350366,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
21,rolling_max_drawdown,0.14370178608785653,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
21,rolling_sortino,0.0704815318372522,random_weight_sensitivity,Dirichlet perturbation centered on BWM_weights_main; no performance tuning.
